review_id,img_cnn_manip
R00001,0.25213825702667236
R00002,0.6154882907867432
R00003,0.22818776965141296
R00004,0.3567512631416321
R00005,0.1956794261932373
R00006,0.11097313463687897
R00007,0.3026815950870514
R00008,0.2374180108308792
R00009,0.3253501355648041
R00010,0.4058377742767334
R00011,0.11165745556354523
R00012,0.10229786485433578
R00013,0.3216087520122528
R00014,0.20196102559566498
R00015,0.986968457698822
R00016,0.3685075342655182
R00017,0.3307202458381653
R00018,0.4697439968585968
R00019,0.9816596508026123
R00020,0.08950605988502502
R00021,0.3198123872280121
R00022,0.2858002185821533
R00023,0.1168680489063263
R00024,0.38016408681869507
R00025,0.5563077926635742
R00026,0.9490039348602295
R00027,0.24027426540851593
R00028,0.11232882738113403
R00029,0.5268856883049011
R00030,0.20846909284591675
R00031,0.3357864022254944
R00032,0.20824924111366272
R00033,0.5450250506401062
R00034,0.14754021167755127
R00035,0.4539763331413269
R00036,0.36068302392959595
R00037,0.383918821811676
R00038,0.2386566698551178
R00039,0.1635250449180603
R00040,0.40804606676101685
R00041,0.648545503616333
R00042,0.3079504072666168
R00043,0.5204872488975525
R00044,0.0977475494146347
R00045,0.23286008834838867
R00046,0.13105300068855286
R00047,0.27234846353530884
R00048,0.1105172410607338
R00049,0.147775799036026
R00050,0.21162310242652893
R00051,0.6059045791625977
R00052,0.30736979842185974
R00053,0.279558002948761
R00054,0.16414901614189148
R00055,0.8141664862632751
R00056,0.45622751116752625
R00057,0.6856114864349365
R00058,0.4600602686405182
R00059,0.20215672254562378
R00060,0.1700339913368225
R00061,0.09623914957046509
R00062,0.15982764959335327
R00063,0.2287779152393341
R00064,0.1265213042497635
R00065,0.7038813829421997
R00066,0.3345930576324463
R00067,0.21522310376167297
R00068,0.11184022575616837
R00069,0.24625471234321594
R00070,0.10230086743831635
R00071,0.19561056792736053
R00072,0.6771194934844971
R00073,0.5566500425338745
R00074,0.24522806704044342
R00075,0.27942219376564026
R00076,0.0978359654545784
R00077,0.24067769944667816
R00078,0.09982900321483612
R00079,0.16655102372169495
R00080,0.6416176557540894
R00081,0.2835102379322052
R00082,0.0869605541229248
R00083,0.3215376138687134
R00084,0.33889681100845337
R00085,0.19676001369953156
R00086,0.4767557382583618
R00087,0.506952166557312
R00088,0.22939728200435638
R00089,0.0979345291852951
R00090,0.9860835671424866
R00091,0.06871379911899567
R00092,0.4492517113685608
R00093,0.37838229537010193
R00094,0.23178282380104065
R00095,0.38002392649650574
R00096,0.42799925804138184
R00097,0.3127612769603729
R00098,0.1349899172782898
R00099,0.16945384442806244
R00100,0.4794626832008362
R00101,0.1047588512301445
R00102,0.13603182137012482
R00103,0.42818397283554077
R00104,0.0738372653722763
R00105,0.46551960706710815
R00106,0.1485283076763153
R00107,0.1849880814552307
R00108,0.4606749415397644
R00109,0.4410586357116699
R00110,0.3649146258831024
R00111,0.21545372903347015
R00112,0.10273606330156326
R00113,0.1381261944770813
R00114,0.9010246992111206
R00115,0.32420986890792847
R00116,0.2807566821575165
R00117,0.09583750367164612
R00118,0.32388806343078613
R00119,0.22600527107715607
R00120,0.2289072871208191
R00121,0.08635817468166351
R00122,0.9066321849822998
R00123,0.7732242941856384
R00124,0.12322048097848892
R00125,0.05945971980690956
R00126,0.2979411482810974
R00127,0.25872325897216797
R00128,0.5041717886924744
R00129,0.17018137872219086
R00130,0.8620238900184631
R00131,0.13089300692081451
R00132,0.7337217330932617
R00133,0.5062782764434814
R00134,0.11340604722499847
R00135,0.5682166218757629
R00136,0.20895519852638245
R00137,0.3716195225715637
R00138,0.9856282472610474
R00139,0.12884725630283356
R00140,0.0876113697886467
R00141,0.2166975736618042
R00142,0.17403075098991394
R00143,0.8379765748977661
R00144,0.1588616669178009
R00145,0.6704251170158386
R00146,0.35154661536216736
R00147,0.06866591423749924
R00148,0.23491528630256653
R00149,0.3124619126319885
R00150,0.5233234763145447
R00151,0.9345263242721558
R00152,0.17484016716480255
R00153,0.0774926245212555
R00154,0.23065480589866638
R00155,0.1202404722571373
R00156,0.2684403657913208
R00157,0.9759552478790283
R00158,0.3073233664035797
R00159,0.4095616340637207
R00160,0.720665693283081
R00161,0.46227890253067017
R00162,0.14160031080245972
R00163,0.25979283452033997
R00164,0.16268689930438995
R00165,0.07574876397848129
R00166,0.09300456941127777
R00167,0.26834410429000854
R00168,0.18673312664031982
R00169,0.13362669944763184
R00170,0.10961215943098068
R00171,0.34801608324050903
R00172,0.4410449266433716
R00173,0.3279431462287903
R00174,0.17256328463554382
R00175,0.427605539560318
R00176,0.07357338070869446
R00177,0.1545771211385727
R00178,0.09478159248828888
R00179,0.3346443772315979
R00180,0.424960196018219
R00181,0.4773147702217102
R00182,0.15998077392578125
R00183,0.2357199639081955
R00184,0.848093569278717
R00185,0.08900946378707886
R00186,0.3007515072822571
R00187,0.21824312210083008
R00188,0.14502055943012238
R00189,0.3314908742904663
R00190,0.20833280682563782
R00191,0.999566912651062
R00192,0.7995917201042175
R00193,0.15348386764526367
R00194,0.4324779808521271
R00195,0.1253897249698639
R00196,0.2621234953403473
R00197,0.2044387012720108
R00198,0.6490349173545837
R00199,0.21147210896015167
R00200,0.3626469075679779
R00201,0.21605616807937622
R00202,0.18849551677703857
R00203,0.9133093357086182
R00204,0.4896121621131897
R00205,0.5889459848403931
R00206,0.3517388701438904
R00207,0.49261361360549927
R00208,0.49732887744903564
R00209,0.29664385318756104
R00210,0.673663854598999
R00211,0.8445485830307007
R00212,0.07332786917686462
R00213,0.5294579267501831
R00214,0.4836372137069702
R00215,0.11215484142303467
R00216,0.9829574823379517
R00217,0.12653833627700806
R00218,0.5762625932693481
R00219,0.42575719952583313
R00220,0.21550360321998596
R00221,0.1501237004995346
R00222,0.43971559405326843
R00223,0.17186851799488068
R00224,0.3616507947444916
R00225,0.9920010566711426
R00226,0.4472372531890869
R00227,0.0720762312412262
R00228,0.5073585510253906
R00229,0.7623845338821411
R00230,0.5614497661590576
R00231,0.6722686290740967
R00232,0.34992626309394836
R00233,0.07290736585855484
R00234,0.2073911428451538
R00235,0.9205910563468933
R00236,0.2288752794265747
R00237,0.165849506855011
R00238,0.17105732858181
R00239,0.9178722500801086
R00240,0.05784013122320175
R00241,0.18394918739795685
R00242,0.25993165373802185
R00243,0.48911258578300476
R00244,0.16686813533306122
R00245,0.40645551681518555
R00246,0.9098697304725647
R00247,0.29224565625190735
R00248,0.42702484130859375
R00249,0.22189295291900635
R00250,0.646141529083252
R00251,0.1909153163433075
R00252,0.17530807852745056
R00253,0.22018206119537354
R00254,0.3072981834411621
R00255,0.48713773488998413
R00256,0.11426869034767151
R00257,0.06837897002696991
R00258,0.05092504620552063
R00259,0.17841856181621552
R00260,0.4576125741004944
R00261,0.08885873109102249
R00262,0.10546416789293289
R00263,0.1400531828403473
R00264,0.1871958076953888
R00265,0.08108130842447281
R00266,0.4796547591686249
R00267,0.11076609045267105
R00268,0.4465240240097046
R00269,0.4178200960159302
R00270,0.6386500597000122
R00271,0.13199569284915924
R00272,0.19230037927627563
R00273,0.3268212676048279
R00274,0.3332332968711853
R00275,0.36491918563842773
R00276,0.22660735249519348
R00277,0.357269823551178
R00278,0.09003918617963791
R00279,0.32134243845939636
R00280,0.3572480082511902
R00281,0.597931981086731
R00282,0.19343572854995728
R00283,0.6715285181999207
R00284,0.4676874876022339
R00285,0.8351036906242371
R00286,0.6185135841369629
R00287,0.4852268397808075
R00288,0.4831310510635376
R00289,0.2737104296684265
R00290,0.40390658378601074
R00291,0.8283910155296326
R00292,0.18694612383842468
R00293,0.31246495246887207
R00294,0.14092251658439636
R00295,0.7177329063415527
R00296,0.30311569571495056
R00297,0.13708141446113586
R00298,0.5117508172988892
R00299,0.30933475494384766
R00300,0.09638240933418274
R00301,0.9493176341056824
R00302,0.32827818393707275
R00303,0.22599603235721588
R00304,0.08598234504461288
R00305,0.41812852025032043
R00306,0.2589585483074188
R00307,0.9979116916656494
R00308,0.28818851709365845
R00309,0.19907183945178986
R00310,0.09128455817699432
R00311,0.36445242166519165
R00312,0.6342371702194214
R00313,0.18117856979370117
R00314,0.25508609414100647
R00315,0.8291240334510803
R00316,0.7207441329956055
R00317,0.13212470710277557
R00318,0.12415851652622223
R00319,0.9863598346710205
R00320,0.7699612379074097
R00321,0.318676620721817
R00322,0.23085853457450867
R00323,0.25952616333961487
R00324,0.27668297290802
R00325,0.27165213227272034
R00326,0.2409953474998474
R00327,0.4020839333534241
R00328,0.5533447861671448
R00329,0.9994862079620361
R00330,0.5093514919281006
R00331,0.09059858322143555
R00332,0.2897905707359314
R00333,0.29741787910461426
R00334,0.29317164421081543
R00335,0.40204131603240967
R00336,0.4319494366645813
R00337,0.7739132046699524
R00338,0.11473334580659866
R00339,0.07679157704114914
R00340,0.5576665997505188
R00341,0.2944919168949127
R00342,0.07240203022956848
R00343,0.12764383852481842
R00344,0.7824326753616333
R00345,0.348460853099823
R00346,0.04195798188447952
R00347,0.11074599623680115
R00348,0.8973778486251831
R00349,0.46787029504776
R00350,0.16928303241729736
R00351,0.3035821318626404
R00352,0.7491639852523804
R00353,0.16060689091682434
R00354,0.48546433448791504
R00355,0.9554640054702759
R00356,0.9048848152160645
R00357,0.08732388913631439
R00358,0.24210047721862793
R00359,0.22268372774124146
R00360,0.1474628895521164
R00361,0.7822105288505554
R00362,0.26507630944252014
R00363,0.5170562863349915
R00364,0.16329725086688995
R00365,0.2916285991668701
R00366,0.24566441774368286
R00367,0.09775747358798981
R00368,0.4223632514476776
R00369,0.9787459373474121
R00370,0.19688421487808228
R00371,0.11072222888469696
R00372,0.3259233832359314
R00373,0.12735919654369354
R00374,0.4582807421684265
R00375,0.44927117228507996
R00376,0.5651987791061401
R00377,0.1641501486301422
R00378,0.9968050718307495
R00379,0.14093425869941711
R00380,0.08477508276700974
R00381,0.3787631392478943
R00382,0.2570713460445404
R00383,0.10871469229459763
R00384,0.2814705967903137
R00385,0.6350713968276978
R00386,0.29361382126808167
R00387,0.24500000476837158
R00388,0.6762599945068359
R00389,0.3130197823047638
R00390,0.23114152252674103
R00391,0.22395725548267365
R00392,0.4746514558792114
R00393,0.8560959696769714
R00394,0.19843041896820068
R00395,0.5240775346755981
R00396,0.30041658878326416
R00397,0.43562138080596924
R00398,0.23723426461219788
R00399,0.23034347593784332
R00400,0.07638896256685257
R00401,0.8014477491378784
R00402,0.34586113691329956
R00403,0.34827715158462524
R00404,0.2207469344139099
R00405,0.620226263999939
R00406,0.3312673568725586
R00407,0.9662677049636841
R00408,0.8100566267967224
R00409,0.5389758348464966
R00410,0.546116292476654
R00411,0.057774607092142105
R00412,0.1227232813835144
R00413,0.2562842071056366
R00414,0.13164930045604706
R00415,0.18770092725753784
R00416,0.4164874255657196
R00417,0.11200026422739029
R00418,0.29895660281181335
R00419,0.0825992003083229
R00420,0.6231585741043091
R00421,0.22081616520881653
R00422,0.11457088589668274
R00423,0.08456548303365707
R00424,0.7962249517440796
R00425,0.539700984954834
R00426,0.2578914165496826
R00427,0.4048367738723755
R00428,0.475896418094635
R00429,0.3044250011444092
R00430,0.1927194744348526
R00431,0.07509209215641022
R00432,0.2682933211326599
R00433,0.31619495153427124
R00434,0.681120753288269
R00435,0.13666945695877075
R00436,0.43721526861190796
R00437,0.20947417616844177
R00438,0.6303026676177979
R00439,0.15116886794567108
R00440,0.26394593715667725
R00441,0.2996698319911957
R00442,0.7178174257278442
R00443,0.8642327189445496
R00444,0.15592175722122192
R00445,0.9345195293426514
R00446,0.18871308863162994
R00447,0.1373814046382904
R00448,0.1640792191028595
R00449,0.931053876876831
R00450,0.19455809891223907
R00451,0.1234617754817009
R00452,0.15081799030303955
R00453,0.5830423831939697
R00454,0.3202672004699707
R00455,0.3353034555912018
R00456,0.9996433258056641
R00457,0.4527829885482788
R00458,0.1970670521259308
R00459,0.766618549823761
R00460,0.21755234897136688
R00461,0.25938111543655396
R00462,0.18750593066215515
R00463,0.18702632188796997
R00464,0.3485802412033081
R00465,0.2866131663322449
R00466,0.9866976737976074
R00467,0.124577596783638
R00468,0.18136738240718842
R00469,0.31655412912368774
R00470,0.23059210181236267
R00471,0.20371216535568237
R00472,0.9952682256698608
R00473,0.7926527261734009
R00474,0.9962652325630188
R00475,0.17365089058876038
R00476,0.1615767925977707
R00477,0.27903294563293457
R00478,0.4979362487792969
R00479,0.2475978136062622
R00480,0.18588708341121674
R00481,0.25458917021751404
R00482,0.318363219499588
R00483,0.82085120677948
R00484,0.0612911731004715
R00485,0.4315672814846039
R00486,0.09681380540132523
R00487,0.08858053386211395
R00488,0.06241641938686371
R00489,0.49119579792022705
R00490,0.06876084208488464
R00491,0.11148489266633987
R00492,0.2997346520423889
R00493,0.37829893827438354
R00494,0.0659211054444313
R00495,0.1116386130452156
R00496,0.4694599509239197
R00497,0.07683295756578445
R00498,0.22038519382476807
R00499,0.9563125371932983
R00500,0.9021938443183899
R00501,0.4685536026954651
R00502,0.5910011529922485
R00503,0.2940169870853424
R00504,0.10071779042482376
R00505,0.3795720040798187
R00506,0.19541427493095398
R00507,0.9980607628822327
R00508,0.4494296610355377
R00509,0.45560094714164734
R00510,0.1995570808649063
R00511,0.7145946621894836
R00512,0.2317638099193573
R00513,0.4598199725151062
R00514,0.23347555100917816
R00515,0.2940480709075928
R00516,0.09872234612703323
R00517,0.18026405572891235
R00518,0.22904124855995178
R00519,0.7575457692146301
R00520,0.3563149571418762
R00521,0.11535550653934479
R00522,0.09926556050777435
R00523,0.16836078464984894
R00524,0.12713095545768738
R00525,0.7257500290870667
R00526,0.4522320032119751
R00527,0.5670763254165649
R00528,0.13210450112819672
R00529,0.4287612736225128
R00530,0.2838660478591919
R00531,0.4318690001964569
R00532,0.10521206259727478
R00533,0.8748024106025696
R00534,0.13361242413520813
R00535,0.11099080741405487
R00536,0.1841149926185608
R00537,0.34030014276504517
R00538,0.07095922529697418
R00539,0.49981021881103516
R00540,0.11778479069471359
R00541,0.1917310655117035
R00542,0.5421241521835327
R00543,0.07223159074783325
R00544,0.3235320448875427
R00545,0.5867818593978882
R00546,0.08690770715475082
R00547,0.08561157435178757
R00548,0.18708717823028564
R00549,0.42507728934288025
R00550,0.3150470554828644
R00551,0.2136431336402893
R00552,0.11095071583986282
R00553,0.8396514654159546
R00554,0.3649943768978119
R00555,0.09119388461112976
R00556,0.3170076608657837
R00557,0.381597101688385
R00558,0.20185969769954681
R00559,0.07710572332143784
R00560,0.3077969551086426
R00561,0.2511286735534668
R00562,0.0683688297867775
R00563,0.10488840937614441
R00564,0.05370490998029709
R00565,0.43135586380958557
R00566,0.27398160099983215
R00567,0.41819924116134644
R00568,0.2365221232175827
R00569,0.43060243129730225
R00570,0.04072720184922218
R00571,0.5703108310699463
R00572,0.3311641216278076
R00573,0.066044881939888
R00574,0.917211651802063
R00575,0.15839883685112
R00576,0.684996485710144
R00577,0.18573403358459473
R00578,0.4147530496120453
R00579,0.31859150528907776
R00580,0.3415370583534241
R00581,0.14167310297489166
R00582,0.09038307517766953
R00583,0.3152502477169037
R00584,0.10098248720169067
R00585,0.07022325694561005
R00586,0.1455772966146469
